0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2024年1月28日（日曜） 2回京都2日,16,8,17,オタルエバー,牡5,57.0,松山 弘平,1:09.4,３／４,88,35.1,494(+4),中竹 和也,5
2024年1月28日（日曜） 2回京都2日,17,1,2,リバーラ,牝4,54.0,田口 貫太,1:09.6,１ 1/4,43,35.7,432(-4),高柳 瑞樹,17
2024年1月28日（日曜） 2回京都2日,18,1,1,カイザーメランジェ,牡9,56.0,津村 明秀,1:10.6,６,43,36.7,486(+6),中野 栄治,18
2024年2月4日（日曜） 1回東京4日,1,1,1,サクラトゥジュール,牡7,57.0,R.キング,1:32.1,,66,33.5,526(0),堀 宣行,7
2024年2月4日（日曜） 1回東京4日,2,3,5,ウインカーネリアン,牡7,58.0,三浦 皇成,1:32.3,１,11,34.5,518(前計不),鹿戸 雄一,4
2024年2月4日（日曜） 1回東京4日,3,4,8,ホウオウビスケッツ,牡4,57.0,岩田 康誠,1:32.3,クビ,44,33.9,510(+6),奥村 武,8
2024年2月4日（日曜） 1回東京4日,4,1,2,アスクコンナモンダ,牡5,57.0,横山 武史,1:32.3,ハナ,99,33.2,460(+4),中内田 充正,11
2024年2月4日（日曜） 1回東京4日,5,6,11,マテンロウスカイ,せん5,57.0,横山 典弘,1:32.4,３／４,67,33.7,484(-4),松永 幹夫,6
2024年2月4日（日曜） 1回東京4日,6,3,6,マスクトディーヴァ,牝4,56.0,岩田 望来,1:32.5,クビ,1111,33.2,454(+10),辻野 泰之,1
2024年2月4日（日曜） 1回東京4日,7,8,16,アヴェラーレ,牝6,56.0,R.キングスコート,1:32.6,３／４,1314,33.1,452(+4),木村 哲也,5
2024年2月4日（日曜） 1回東京4日,8,2,4,ルージュリナージュ,牝5,55.0,横山 和生,1:32.7,１／２,1111,33.4,448(+6),宗像 義忠,13
2024年2月4日（日曜） 1回東京4日,9,5,9,ウンブライル,牝4,55.0,C.ルメール,1:32.7,アタマ,67,34.0,486(+22),木村 哲也,3
2024年2月4日（日曜） 1回東京4日,10,7,13,トゥードジボン,牡5,57.0,藤岡 佑介,1:32.8,クビ,22,34.8,490(+2),四位 洋文,10
2024年2月4日（日曜） 1回東京4日,11,8,15,フリームファクシ,牡4,58.0,菅原 明良,1:32.8,クビ,99,33.8,510(-2),須貝 尚介,14
2024年2月4日（日曜） 1回東京4日,12,4,7,ジャスティンカフェ,牡6,58.0,坂井 瑠星,1:33.2,２ 1/2,1313,33.8,506(+2),安田 翔伍,2
2024年2月4日（日曜） 1回東京4日,13,2,3,ドルチェモア,牡4,57.0,石橋 脩,1:33.5,１ 1/2,1616,33.6,478(+4),上原 佑紀,16
2024年2月4日（日曜） 1回東京4日,14,7,14,サウンドビバーチェ,牝5,56.0,浜中 俊,1:34.0,３,33,35.8,506(+4),高柳 大輔,12
2024年2月4日（日曜） 1回東京4日,15,5,10,ダノンタッチダウン,牡4,57.0,北村 友一,1:34.6,４,1514,35.1,544(-2),安田 隆行,15
2024年2月4日（日曜） 1回東京4日,16,6,12,コナコースト,牝4,55.0,戸崎 圭太,1:35.0,２ 1/2,45,36.5,468(+10),清水 久詞,9
2024年2月4日（日曜） 2回京都4日,1,8,12,ビザンチンドリーム,牡3,57.0,R.ピーヒュレク,1:46.8,,119,33.7,450(-8),坂口 智康,1
2024年2月4日（日曜） 2回京都4日,2,3,3,ウォーターリヒト,牡3,57.0,幸 英明,1:46.8,ハナ,99,33.8,458(0),河内 洋,10
2024年2月4日（日曜） 2回京都4日,3,5,5,シヴァース,牡3,57.0,M.デムーロ,1:46.8,ハナ,12,34.4,438(-4),友道 康夫,8
2024年2月4日（日曜） 2回京都4日,4,2,2,インザモーメント,牡3,57.0,鮫島 克駿,1:46.8,クビ,87,34.0,478(-8),田中 克典,6
2024年2月4日（日曜） 2回京都4日,5,7,9,ジャスティンアース,牡3,57.0,松山 弘平,1:47.0,１ 1/4,43,34.4,480(0),杉山 晴紀,3
2024年2月4日（日曜） 2回京都4日,6,6,8,ファーヴェント,牡3,57.0,川田 将雅,1:47.1,クビ,77,34.4,504(+10),藤原 英昭,2
2024年2月4日（日曜） 2回京都4日,7,7,10,ブエナオンダ,牡3,57.0,武 豊,1:47.3,１ 1/4,33,34.8,454(-4),須貝 尚介,7
2024年2月4日（日曜） 2回京都4日,8,6,7,レガーロデルシエロ,牡3,57.0,A.ルメートル,1:47.3,クビ,43,34.8,512(+4),栗田 徹,4
2024年2月4日（日曜） 2回京都4日,9,8,11,テイエムリステット,牡3,57.0,酒井 学,1:47.4,３／４,21,35.0,472(+6),木原 一良,11
2024年2月4日（日曜） 2回京都4日,10,5,6,ナムラエイハブ,牡3,57.0,和田 竜二,1:47.5,１／２,43,34.9,504(-2),長谷川 浩大,9
2024年2月4日（日曜） 2回京都4日,11,1,1,ピエナオルフェ,牡3,57.0,川島 信二,1:49.3,大差,1211,35.8,452(+4),荒川 義之,12
2024年2月4日（日曜） 2回京都4日,中止,4,4,ヴェロキラプトル,牡3,57.0,西村 淳也,,,912,,470(+2),高野 友和,5
2024年2月10日（土曜） 1回東京5日,1,8,13,クイーンズウォーク,牝3,55.0,川田 将雅,1:33.1,,1111,33.4,516(-4),中内田 充正,1
2024年2月10日（土曜） 1回東京5日,2,3,3,アルセナール,牝3,55.0,C.ルメール,1:33.2,クビ,55,34.0,452(+2),木村 哲也,3
2024年2月10日（土曜） 1回東京5日,3,6,8,ルージュスエルテ,牝3,55.0,横山 和生,1:33.4,１ 1/4,1312,33.5,470(+2),国枝 栄,4
2024年2月10日（土曜） 1回東京5日,4,1,1,サクセスカラー,牝3,55.0,田辺 裕信,1:33.5,１,22,34.6,470(-2),久保田 貴士,6
2024年2月10日（土曜） 1回東京5日,5,5,6,モリノレッドスター,牝3,55.0,横山 武史,1:33.6,１／２,11,34.9,466(+6),鈴木 伸尋,9
2024年2月10日（土曜） 1回東京5日,6,2,2,サンセットビュー,牝3,55.0,三浦 皇成,1:33.7,クビ,88,34.2,448(-8),新谷 功一,12
2024年2月10日（土曜） 1回東京5日,7,8,12,テリオスサラ,牝3,55.0,戸崎 圭太,1:33.8,３／４,22,34.9,472(-2),高柳 瑞樹,5
2024年2月10日（土曜） 1回東京5日,8,5,7,コスモディナー,牝3,55.0,松岡 正海,1:34.0,１ 1/2,88,34.5,462(+16),伊藤 伸一,7
2024年2月10日（土曜） 1回東京5日,9,4,4,サフィラ,牝3,55.0,松山 弘平,1:34.1,１／２,55,34.9,432(-10),池添 学,2
2024年2月10日（土曜） 1回東京5日,10,6,9,カレンナオトメ,牝3,55.0,菅原 明良,1:34.3,１,88,34.8,424(+6),小野 次郎,11
2024年2月10日（土曜） 1回東京5日,11,7,11,ルージュサリナス,牝3,55.0,R.キングスコート,1:34.8,３,1112,34.9,428(0),木村 哲也,10
2024年2月10日（土曜） 1回東京5日,12,7,10,ブライトアゲイン,牝3,55.0,石橋 脩,1:35.0,１,22,36.1,468(-8),森 秀行,13
2024年2月10日（土曜） 1回東京5日,13,4,5,ガビーズシスター,牝3,55.0,R.キング,1:35.1,１／２,55,35.9,468(0),中野 栄治,8
2024年2月11日（祝日・日曜） 1回東京6日,1,7,8,ジャスティンミラノ,牡3,57.0,戸崎 圭太,1:48.0,,522,32.6,502(+2),友道 康夫,4
2024年2月11日（祝日・日曜） 1回東京6日,2,8,9,ジャンタルマンタル,牡3,57.0,川田 将雅,1:48.2,１ 1/2,354,32.6,492(+2),高野 友和,1
2024年2月11日（祝日・日曜） 1回東京6日,3,7,7,パワーホール,牡3,57.0,田辺 裕信,1:48.4,１,111,33.5,470(-8),昆 貢,9
2024年2月11日（祝日・日曜） 1回東京6日,4,2,2,ディマイザキッド,牡3,57.0,R.キング,1:48.7,１ 3/4,799,32.5,446(0),清水 英克,8
2024年2月11日（祝日・日曜） 1回東京6日,5,6,6,エコロヴァルツ,牡3,57.0,武 豊,1:48.7,アタマ,234,33.1,496(+4),牧浦 充徳,3
2024年2月11日（祝日・日曜） 1回東京6日,6,1,1,ベラジオボンド,牡3,57.0,岩田 望来,1:48.8,３／４,367,32.9,476(-6),上村 洋行,5
2024年2月11日（祝日・日曜） 1回東京6日,7,4,4,ミスタージーティー,牡3,57.0,坂井 瑠星,1:48.9,１／２,567,33.0,476(+2),矢作 芳人,2
2024年2月11日（祝日・日曜） 1回東京6日,8,3,3,フォスターボンド,牡3,57.0,横山 武史,1:49.3,２ 1/2,1099,33.1,530(+16),中川 公成,7
2024年2月11日（祝日・日曜） 1回東京6日,9,8,10,エンヤラヴフェイス,牡3,57.0,R.キングスコート,1:49.3,アタマ,732,33.9,488(0),森田 直行,10
2024年2月11日（祝日・日曜） 1回東京6日,10,5,5,ショーマンフリート,牡3,57.0,C.ルメール,1:49.6,１ 3/4,766,33.8,496(-8),手塚 貴久,6
2024年2月11日（祝日・日曜） 2回京都6日,1,3,3,プラダリア,牡5,58.0,池添 謙一,2:12.1,,5454,34.8,470(+6),池添 学,3
2024年2月11日（祝日・日曜） 2回京都6日,2,5,5,ベラジオオペラ,牡4,57.0,横山 和生,2:12.2,３／４,6678,34.6,506(-8),上村 洋行,1
2024年2月11日（祝日・日曜） 2回京都6日,3,1,1,バビット,牡7,57.0,団野 大成,2:12.5,２,2222,35.5,460(-8),浜田 多実雄,9
2024年2月11日（祝日・日曜） 2回京都6日,4,7,10,シュヴァリエローズ,牡6,57.0,西村 淳也,2:12.6,クビ,3433,35.4,464(-2),清水 久詞,8
2024年2月11日（祝日・日曜） 2回京都6日,5,5,6,ラヴェル,牝4,54.0,M.デムーロ,2:12.6,クビ,6656,35.2,458(+2),矢作 芳人,6
2024年2月11日（祝日・日曜） 2回京都6日,6,2,2,ブレイヴロッカー,牡4,56.0,酒井 学,2:12.7,クビ,10976,35.1,468(+6),本田 優,5
2024年2月11日（祝日・日曜） 2回京都6日,7,6,7,プラチナトレジャー,牡6,57.0,岩田 康誠,2:12.7,クビ,1212109,34.8,486(+10),国枝 栄,10
2024年2月11日（祝日・日曜） 2回京都6日,8,7,9,ルージュエヴァイユ,牝5,55.0,松山 弘平,2:12.8,１／２,991010,35.0,478(+10),黒岩 陽一,2
2024年2月11日（祝日・日曜） 2回京都6日,9,8,11,マテンロウレオ,牡5,57.0,横山 典弘,2:13.1,１ 3/4,3334,35.9,488(+6),昆 貢,4
2024年2月11日（祝日・日曜） 2回京都6日,10,8,12,アフリカンゴールド,せん9,57.0,国分 恭介,2:13.2,３／４,1111,36.8,470(+2),西園 正都,7
2024年2月11日（祝日・日曜） 2回京都6日,11,6,8,ナイママ,牡8,57.0,和田 竜二,2:13.3,１／２,1091012,35.4,488(-2),武藤 善則,12
2024年2月11日（祝日・日曜） 2回京都6日,12,4,4,ジェットモーション,せん8,57.0,田口 貫太,2:14.0,４,66710,36.3,552(+24),藤岡 健一,11
2024年2月17日（土曜） 1回東京7日,1,8,9,テーオーロイヤル,牡6,58.5,菱田 裕二,3:30.2,,5555,33.7,452(+2),岡田 稲男,2
2024年2月17日（土曜） 1回東京7日,2,7,8,サリエラ,牝5,55.5,C.ルメール,3:30.2,クビ,4333,33.9,432(+10),国枝 栄,1
2024年2月17日（土曜） 1回東京7日,3,5,5,ワープスピード,牡5,56.0,菅原 明良,3:30.4,１ 1/4,7777,33.7,504(0),高木 登,3
2024年2月17日（土曜） 1回東京7日,4,7,7,ハーツイストワール,牡8,57.0,田辺 裕信,3:30.9,３,5655,34.4,482(-4),国枝 栄,5
2024年2月17日（土曜） 1回東京7日,5,3,3,トロピカルライト,牝4,49.0,丸田 恭介,3:31.0,３／４,10101010,33.9,476(-2),宗像 義忠,6
2024年2月17日（土曜） 1回東京7日,6,1,1,ワンダフルタウン,牡6,57.0,戸崎 圭太,3:31.3,１ 1/2,8887,34.6,474(-2),高橋 義忠,7
2024年2月17日（土曜） 1回東京7日,7,6,6,ニシノレヴナント,せん4,55.0,大野 拓弥,3:31.6,２,9999,34.6,494(0),上原 博之,4
2024年2月17日（土曜） 1回東京7日,8,4,4,メイショウユズルハ,牡5,55.0,松岡 正海,3:32.4,５,3333,36.1,490(-4),岡田 稲男,10
2024年2月17日（土曜） 1回東京7日,9,8,10,グランスラムアスク,牝5,52.0,R.キング,3:33.0,３ 1/2,2222,36.9,476(+6),矢作 芳人,9
2024年2月17日（土曜） 1回東京7日,10,2,2,ヒュミドール,せん8,56.0,石橋 脩,3:33.0,クビ,1111,37.1,480(+8),小手川 準,8
2024年2月17日（土曜） 2回京都7日,1,7,15,ソーダズリング,牝4,55.0,武 豊,1:20.3,,97,33.9,472(+4),音無 秀孝,2
2024年2月17日（土曜） 2回京都7日,2,6,12,ナムラクレア,牝5,56.0,浜中 俊,1:20.3,クビ,1410,33.6,478(+10),長谷川 浩大,1
2024年2月17日（土曜） 2回京都7日,3,5,9,コムストックロード,牝5,55.0,B.ムルザバエフ,1:20.5,１,1614,33.5,454(-6),中野 栄治,16
2024年2月17日（土曜） 2回京都7日,4,4,8,スマートリアン,牝7,55.0,角田 大河,1:20.5,クビ,1314,33.8,482(+2),石橋 守,14
2024年2月17日（土曜） 2回京都7日,5,3,6,シングザットソング,牝4,57.0,鮫島 克駿,1:20.5,ハナ,910,34.0,450(+4),高野 友和,11
2024年2月17日（土曜） 2回京都7日,6,8,18,ロータスランド,牝7,55.0,松山 弘平,1:20.6,１／２,1818,33.3,492(-6),辻野 泰之,5
2024年2月17日（土曜） 2回京都7日,7,2,4,テンハッピーローズ,牝6,55.0,津村 明秀,1:20.6,クビ,1614,33.6,462(+8),高柳 大輔,8
2024年2月17日（土曜） 2回京都7日,8,6,11,モズゴールドバレル,牝5,55.0,団野 大成,1:20.7,１／２,44,34.6,448(-10),藤岡 健一,6
2024年2月17日（土曜） 2回京都7日,9,2,3,ドロップオブライト,牝5,55.0,小沢 大仁,1:20.8,１／２,77,34.4,444(+6),松永 昌博,10
2024年2月17日（土曜） 2回京都7日,10,7,13,メイケイエール,牝6,56.0,池添 謙一,1:20.9,アタマ,77,34.6,494(前計不),武 英智,3
2024年2月17日（土曜） 2回京都7日,11,5,10,プレサージュリフト,牝5,55.0,R.キングスコート,1:21.1,１ 1/2,22,35.2,486(+2),木村 哲也,4
2024年2月17日（土曜） 2回京都7日,12,8,16,モズメイメイ,牝4,57.0,田口 貫太,1:21.2,１／２,11,35.4,466(+10),音無 秀孝,12
2024年2月17日（土曜） 2回京都7日,13,1,1,ムーンプローブ,牝4,55.0,A.ルメートル,1:21.2,ハナ,1110,34.6,472(+2),上村 洋行,17
2024年2月17日（土曜） 2回京都7日,14,8,17,ボンボヤージ,牝7,55.0,川須 栄彦,1:21.3,１／２,1110,34.7,448(-2),梅田 智之,18
2024年2月17日（土曜） 2回京都7日,15,1,2,アルーリングウェイ,牝5,55.0,M.デムーロ,1:21.3,アタマ,1417,34.3,480(+2),藤岡 健一,13
2024年2月17日（土曜） 2回京都7日,16,7,14,ジューンオレンジ,牝4,55.0,和田 竜二,1:21.4,１／２,22,35.5,462(-6),長谷川 浩大,9
2024年2月17日（土曜） 2回京都7日,17,4,7,スリーパーダ,牝5,55.0,岩田 望来,1:21.5,クビ,44,35.4,438(+4),斉藤 崇史,15
2024年2月17日（土曜） 2回京都7日,18,3,5,ウインシャーロット,牝6,55.0,石川 裕紀人,1:22.7,７,44,36.6,512(0),和田 正一郎,7
2024年2月18日（日曜） 1回東京8日,1,5,9,ペプチドナイル,牡6,58.0,藤岡 佑介,1:35.7,,44,37.5,528(-6),武 英智,11
2024年2月18日（日曜） 1回東京8日,2,4,7,ガイアフォース,牡5,58.0,長岡 禎仁,1:35.9,１ 1/4,88,37.2,494(-6),杉山 晴紀,5
2024年2月18日（日曜） 1回東京8日,3,4,8,セキフウ,牡5,58.0,武 豊,1:35.9,クビ,1414,36.4,490(-9),武 幸四郎,13
2024年2月18日（日曜） 1回東京8日,4,5,10,タガノビューティー,牡7,58.0,石橋 脩,1:35.9,ハナ,119,37.0,520(0),西園 正都,7
2024年2月18日（日曜） 1回東京8日,5,6,11,キングズソード,牡5,58.0,岩田 望来,1:36.0,１／２,1112,37.0,520(+10),寺島 良,4
2024年2月18日（日曜） 1回東京8日,6,7,13,レッドルゼル,牡8,58.0,北村 友一,1:36.5,３,1615,36.9,490(0),安田 隆行,6
2024年2月18日（日曜） 1回東京8日,7,2,3,ミックファイア,牡4,58.0,矢野 貴之,1:36.5,ハナ,109,37.6,486(-8),渡辺 和雄,9
2024年2月18日（日曜） 1回東京8日,8,7,14,ウィルソンテソーロ,牡5,58.0,松山 弘平,1:36.6,アタマ,22,38.5,484(-3),小手川 準,2
2024年2月18日（日曜） 1回東京8日,9,8,15,ドンフランキー,牡5,58.0,池添 謙一,1:36.6,アタマ,11,38.7,592(+4),斉藤 崇史,10
2024年2月18日（日曜） 1回東京8日,10,8,16,アルファマム,牝5,56.0,R.キング,1:36.7,３／４,1515,37.0,464(-2),佐々木 晶三,12
2024年2月18日（日曜） 1回東京8日,11,1,1,イグナイター,牡6,58.0,西村 淳也,1:36.7,クビ,22,38.6,512(+9),新子 雅司,8
2024年2月18日（日曜） 1回東京8日,12,2,4,ドゥラエレーデ,牡4,58.0,B.ムルザバエフ,1:36.8,クビ,44,38.5,514(+4),池添 学,3
2024年2月18日（日曜） 1回東京8日,13,6,12,スピーディキック,牝5,56.0,御神本 訓史,1:37.7,５,99,38.9,484(-3),藤原 智行,15
2024年2月18日（日曜） 1回東京8日,14,3,5,オメガギネス,牡4,58.0,C.ルメール,1:38.0,１ 3/4,66,39.5,496(+2),大和田 成,1
2024年2月18日（日曜） 1回東京8日,15,3,6,カラテ,牡8,58.0,菅原 明良,1:38.3,２,1112,39.2,534(-6),辻野 泰之,16
2024年2月18日（日曜） 1回東京8日,16,1,2,シャンパンカラー,牡4,58.0,内田 博幸,1:38.4,１／２,66,40.0,508(+4),田中 剛,14
2024年2月18日（日曜） 2回小倉4日,1,6,12,エピファニー,牡5,57.0,杉原 誠人,1:45.1,,7764,34.6,504(-2),宮田 敬介,3
2024年2月18日（日曜） 2回小倉4日,2,6,11,ロングラン,せん6,57.0,丹内 祐次,1:45.3,１,1011109,34.3,478(-4),和田 勇介,4
2024年2月18日（日曜） 2回小倉4日,3,5,9,セルバーグ,牡5,57.0,今村 聖奈,1:45.4,１／２,1111,36.8,442(+2),鈴木 孝志,10
2024年2月18日（日曜） 2回小倉4日,4,4,7,アルナシーム,牡5,57.0,鮫島 克駿,1:45.4,ハナ,4443,35.2,444(-2),橋口 慎介,1
2024年2月18日（日曜） 2回小倉4日,5,4,8,フェーングロッテン,せん5,58.0,幸 英明,1:45.8,２ 1/2,2222,36.6,478(-8),宮本 博,9
2024年2月18日（日曜） 2回小倉4日,6,3,5,クリノプレミアム,牝7,55.5,勝浦 正樹,1:45.8,アタマ,7789,35.1,486(-2),伊藤 伸一,7
2024年2月18日（日曜） 2回小倉4日,7,1,2,カテドラル,牡8,58.5,斎藤 新,1:45.9,アタマ,14141413,34.3,490(+2),池添 学,6
2024年2月18日（日曜） 2回小倉4日,8,2,3,ダンディズム,せん8,57.0,富田 暁,1:45.9,アタマ,12121211,34.6,478(0),野中 賢二,5
2024年2月18日（日曜） 2回小倉4日,9,7,13,イクスプロージョン,牡6,57.0,亀田 温心,1:45.9,クビ,6566,35.5,484(+8),杉山 晴紀,15
2024年2月18日（日曜） 2回小倉4日,10,3,6,アドマイヤビルゴ,牡7,57.5,荻野 極,1:46.0,１／２,3334,36.1,444(0),友道 康夫,12
2024年2月18日（日曜） 2回小倉4日,11,2,4,アサマノイタズラ,牡6,55.0,嶋田 純次,1:46.1,クビ,12121211,34.8,506(0),手塚 貴久,11
2024年2月18日（日曜） 2回小倉4日,12,7,14,ゴールドエクリプス,牝5,53.0,角田 大河,1:46.2,３／４,10986,35.5,492(0),大久保 龍志,2
2024年2月18日（日曜） 2回小倉4日,13,5,10,マイネルファンロン,牡9,56.0,丸山 元気,1:46.5,２,991013,35.4,492(+2),手塚 貴久,13
2024年2月18日（日曜） 2回小倉4日,14,8,16,シフルマン,牡8,56.0,角田 大和,1:46.9,２ 1/2,5546,36.7,508(-8),中尾 秀正,14
2024年2月18日（日曜） 2回小倉4日,中止,8,15,ホウオウアマゾン,牡6,58.0,佐々木 大輔,,,,,510(-2),矢作 芳人,8
2024年2月18日（日曜） 2回小倉4日,取消,1,1,ディープモンスター,牡6,58.5,浜中 俊,,,,,,池江 泰寿,
2024年2月25日（日曜） 2回中山2日,1,4,8,マテンロウスカイ,せん5,57.0,横山 典弘,1:48.1,,3332,37.2,484(0),松永 幹夫,7
2024年2月25日（日曜） 2回中山2日,2,4,7,ドーブネ,牡5,57.0,吉田 隼人,1:48.4,２,1111,37.9,470(-12),武 幸四郎,10
2024年2月25日（日曜） 2回中山2日,3,2,4,ジオグリフ,牡5,58.0,戸崎 圭太,1:48.5,クビ,4564,37.3,516(+12),木村 哲也,4
2024年2月25日（日曜） 2回中山2日,4,2,3,ソールオリエンス,牡4,58.0,田辺 裕信,1:48.6,１／２,11121312,36.4,466(0),手塚 貴久,1
2024年2月25日（日曜） 2回中山2日,5,7,13,マイネルクリソーラ,牡5,57.0,津村 明秀,1:48.8,１ 1/2,14141314,36.6,460(+2),中野 栄治,13
2024年2月25日（日曜） 2回中山2日,6,6,11,タイムトゥヘヴン,牡6,57.0,大野 拓弥,1:48.9,１／２,14141312,36.7,494(+4),戸田 博文,15
2024年2月25日（日曜） 2回中山2日,7,5,9,エルトンバローズ,牡4,57.0,西村 淳也,1:49.0,クビ,6544,38.0,522(+8),杉山 晴紀,2
2024年2月25日（日曜） 2回中山2日,8,8,16,ホウオウリアリティ,牡6,57.0,菅原 明良,1:49.2,１ 1/4,1010119,37.3,486(0),高木 登,16
2024年2月25日（日曜） 2回中山2日,9,5,10,ラーグルフ,牡5,57.0,三浦 皇成,1:49.3,１／２,1112119,37.4,502(+2),宗像 義忠,12
2024年2月25日（日曜） 2回中山2日,10,6,12,ボーンディスウェイ,牡5,57.0,木幡 巧也,1:49.4,１,8766,38.2,494(+4),牧 光二,11
2024年2月25日（日曜） 2回中山2日,11,3,5,ヒシイグアス,牡8,58.0,R.キング,1:49.4,ハナ,6789,37.9,498(+13),堀 宣行,3
2024年2月25日（日曜） 2回中山2日,12,1,2,ソーヴァリアント,牡6,57.0,武 豊,1:49.4,アタマ,111096,37.8,520(+22),大竹 正博,5
